Target	Ref	Chr	Pos
RA_277	Tif2	A08	48207531
RA_285	Tif2	A09	433381
RA_310	Tif2	A09	823153
RA_314	Tif2	A09	1388263
RA_315	Tif2	A09	1388870
RA_320	Tif2	A09	2634775
RA_321	Tif2	A09	3363540
RA_322	Tif2	A09	4351329
RA_325	Tif2	A09	6549717
RA_326	Tif2	A09	6553482
RA_311	Tif2	A09	13684951
RA_312	Tif2	A09	13685740
RA_313	Tif2	A09	13688130
RA_316	Tif2	A09	27407810
RA_317	Tif2	A09	27409012
RA_318	Tif2	A09	27411943
RA_319	Tif2	A09	29805651
RA_323	Tif2	A09	64327759
RA_324	Tif2	A09	64328036
RA_284	Tif2	A09	86296426
RA_286	Tif2	A09	90804833
RA_289	Tif2	A09	92166452
RA_291	Tif2	A09	92168669
RA_292	Tif2	A09	99187140
RA_294	Tif2	A09	99188867
RA_295	Tif2	A09	99189194
RA_296	Tif2	A09	99189195
RA_298	Tif2	A09	101501475
RA_299	Tif2	A09	101502513
RA_301	Tif2	A09	102926988
RA_302	Tif2	A09	102927318
RA_303	Tif2	A09	102927628
RA_304	Tif2	A09	106336052
RA_307	Tif2	A09	106342268
RA_308	Tif2	A09	106343582
RA_309	Tif2	A09	107226404
RA_343	Tif2	A10	293926
RA_345	Tif2	A10	1374786
RA_346	Tif2	A10	1399083
RA_349	Tif2	A10	2546122
RA_353	Tif2	A10	4864369
RA_327	Tif2	A10	5095056
RA_329	Tif2	A10	5097168
RA_331	Tif2	A10	6374051
RA_332	Tif2	A10	6375783
RA_347	Tif2	A10	31335160
RA_348	Tif2	A10	31347087
RA_350	Tif2	A10	75625779
RA_351	Tif2	A10	75829552
RA_352	Tif2	A10	75832964
RA_330	Tif2	A10	93043112
RA_335	Tif2	A10	102936142
RA_336	Tif2	A10	106955863
RA_337	Tif2	A10	109672603
RA_339	Tif2	A10	112748719
RA_340	Tif2	A10	112753347
RA_341	Tif2	A10	114823378
RA_342	Tif2	A10	115843833
RB_222	Tif2	B01	18549733
RB_237	Tif2	B01	36904448
RB_241	Tif2	B01	37155934
RB_242	Tif2	B01	37157733
RB_118	Tif2	B01	112086604
RB_119	Tif2	B01	112088581
RB_139	Tif2	B01	112166359
RB_10	Tif2	B02	3111713
RB_11	Tif2	B02	3846812
RB_12	Tif2	B02	3881227
RB_13	Tif2	B02	3882643
RB_15	Tif2	B02	9122352
RB_16	Tif2	B02	9380268
RB_17	Tif2	B02	9806657
RB_18	Tif2	B02	9808120
RB_7	Tif2	B02	15366312
RB_8	Tif2	B02	16833818
RB_9	Tif2	B02	18440253
RB_19	Tif2	B02	100001500
RB_1	Tif2	B02	105068017
RB_2	Tif2	B02	110700933
RB_4	Tif2	B02	115054150
RB_5	Tif2	B02	115055260
RB_6	Tif2	B02	117584594
RB_75	Tif2	B03	4205283
RB_76	Tif2	B03	4594478
RB_80	Tif2	B03	4999662
RB_81	Tif2	B03	5515056
RB_82	Tif2	B03	5576512
RB_83	Tif2	B03	6250887
RB_84	Tif2	B03	6845917
RB_85	Tif2	B03	6846775
RB_86	Tif2	B03	9973540
RB_20	Tif2	B03	11702413
RB_21	Tif2	B03	11705103
RB_26	Tif2	B03	12801930
RB_27	Tif2	B03	12802238
RB_38	Tif2	B03	13261833
RB_44	Tif2	B03	13631621
RB_59	Tif2	B03	14723129
RB_60	Tif2	B03	14728136
RB_61	Tif2	B03	14729392
RB_62	Tif2	B03	14730070
RB_63	Tif2	B03	14731668
RB_64	Tif2	B03	18378611
RB_65	Tif2	B03	19966404
RB_66	Tif2	B03	21122341
RB_67	Tif2	B03	21159019
RB_68	Tif2	B03	21159922
RB_69	Tif2	B03	21161225
RB_70	Tif2	B03	34261906
RB_71	Tif2	B03	34266398
RB_72	Tif2	B03	34267177
RB_73	Tif2	B03	34474839
RB_74	Tif2	B03	37432137
RB_79	Tif2	B03	48684224
RB_22	Tif2	B03	117564272
RB_23	Tif2	B03	124545814
RB_24	Tif2	B03	126075906
RB_25	Tif2	B03	126076840
RB_28	Tif2	B03	128817459
RB_29	Tif2	B03	129241858
RB_30	Tif2	B03	129745048
RB_31	Tif2	B03	129750641
RB_32	Tif2	B03	130159523
RB_33	Tif2	B03	130160646
RB_34	Tif2	B03	130848943
RB_35	Tif2	B03	130849541
RB_36	Tif2	B03	131959857
RB_37	Tif2	B03	131991108
RB_39	Tif2	B03	133566741
RB_41	Tif2	B03	135480888
RB_42	Tif2	B03	135484098
RB_43	Tif2	B03	135648637
RB_45	Tif2	B03	137634258
RB_46	Tif2	B03	137807067
RB_48	Tif2	B03	137808100
RB_49	Tif2	B03	140128243
RB_51	Tif2	B03	140194150
RB_52	Tif2	B03	141782558
RB_56	Tif2	B03	142508378
RB_57	Tif2	B03	143554437
RB_58	Tif2	B03	143555131
RB_121	Tif2	B04	516729
RB_115	Tif2	B04	4197775
RB_116	Tif2	B04	4199056
RB_117	Tif2	B04	4200611
RB_120	Tif2	B04	4973951
RB_122	Tif2	B04	5691576
RB_123	Tif2	B04	5691580
RB_124	Tif2	B04	5782456
RB_125	Tif2	B04	5973602
RB_126	Tif2	B04	5974524
RB_127	Tif2	B04	6661302
RB_128	Tif2	B04	6902342
RB_108	Tif2	B04	18424248
RB_109	Tif2	B04	18424250
RB_110	Tif2	B04	18426019
RB_111	Tif2	B04	32120986
RB_112	Tif2	B04	36233498
RB_113	Tif2	B04	36233807
RB_114	Tif2	B04	36237680
RB_87	Tif2	B04	103187658
RB_88	Tif2	B04	103188043
RB_89	Tif2	B04	111796179
RB_90	Tif2	B04	118883245
RB_91	Tif2	B04	118883533
RB_92	Tif2	B04	118885395
RB_93	Tif2	B04	120637579
RB_94	Tif2	B04	126118139
RB_95	Tif2	B04	131201929
RB_96	Tif2	B04	132599510
RB_97	Tif2	B04	133246443
RB_98	Tif2	B04	133359749
RB_99	Tif2	B04	133360336
RB_100	Tif2	B04	133360586
RB_101	Tif2	B04	133360789
RB_102	Tif2	B04	138476419
RB_104	Tif2	B04	138478594
RB_107	Tif2	B04	139908163
RB_140	Tif2	B05	7320081
RB_141	Tif2	B05	7830213
RB_142	Tif2	B05	8002092
RB_146	Tif2	B05	9062797
RB_129	Tif2	B05	10347727
RB_130	Tif2	B05	10966902
RB_131	Tif2	B05	11260138
RB_132	Tif2	B05	11691326
RB_133	Tif2	B05	12827074
RB_134	Tif2	B05	13124692
RB_135	Tif2	B05	13212353
RB_143	Tif2	B05	86084708
RB_144	Tif2	B05	86086384
RB_136	Tif2	B05	157821084
RB_162	Tif2	B06	34398642
RB_147	Tif2	B06	100508550
RB_148	Tif2	B06	109678745
RB_149	Tif2	B06	125861461
RB_150	Tif2	B06	125862014
RB_151	Tif2	B06	137232552
RB_152	Tif2	B06	137234352
RB_153	Tif2	B06	141779937
RB_155	Tif2	B06	141783684
RB_156	Tif2	B06	142362844
RB_157	Tif2	B06	142992836
RB_158	Tif2	B06	143550411
RB_159	Tif2	B06	143550544
RB_160	Tif2	B06	145743691
RB_161	Tif2	B06	145746498
RB_174	Tif2	B07	2568629
RB_175	Tif2	B07	4082557
RB_163	Tif2	B07	10271993
RB_164	Tif2	B07	117799984
RB_166	Tif2	B07	126653841
RB_167	Tif2	B07	127557195
RB_168	Tif2	B07	128157874
RB_169	Tif2	B07	129089859
RB_171	Tif2	B07	129090538
RB_172	Tif2	B07	130739963
RB_173	Tif2	B07	131979774
RB_192	Tif2	B08	3051451
RB_194	Tif2	B08	4687371
RB_195	Tif2	B08	6579838
RB_196	Tif2	B08	9371277
RB_197	Tif2	B08	9371566
RB_189	Tif2	B08	23206107
RB_190	Tif2	B08	23208305
RB_191	Tif2	B08	26244953
RB_178	Tif2	B08	109096984
RB_179	Tif2	B08	109097482
RB_180	Tif2	B08	119834604
RB_181	Tif2	B08	124720483
RB_182	Tif2	B08	124722360
RB_183	Tif2	B08	125185323
RB_184	Tif2	B08	126096726
RB_186	Tif2	B08	134091927
RB_187	Tif2	B08	134092655
RB_198	Tif2	B09	1210906
RB_223	Tif2	B09	1642092
RB_225	Tif2	B09	2691238
RB_229	Tif2	B09	4173580
RB_231	Tif2	B09	5092508
RB_232	Tif2	B09	5092621
RB_234	Tif2	B09	8727779
RB_208	Tif2	B09	13310928
RB_224	Tif2	B09	20114844
RB_226	Tif2	B09	29092678
RB_228	Tif2	B09	35681449
RB_230	Tif2	B09	44631819
RB_199	Tif2	B09	122416013
RB_200	Tif2	B09	122878299
RB_201	Tif2	B09	122878441
RB_202	Tif2	B09	122879221
RB_203	Tif2	B09	122882995
RB_204	Tif2	B09	130559737
RB_205	Tif2	B09	130560269
RB_206	Tif2	B09	130561582
RB_207	Tif2	B09	132415031
RB_211	Tif2	B09	137482243
RB_212	Tif2	B09	139186879
RB_214	Tif2	B09	139187133
RB_215	Tif2	B09	139188125
RB_216	Tif2	B09	139188937
RB_217	Tif2	B09	139193127
RB_218	Tif2	B09	139694924
RB_220	Tif2	B09	141178169
RB_221	Tif2	B09	141751971
RB_256	Tif2	B10	9718136
RB_257	Tif2	B10	9718391
RB_258	Tif2	B10	9719391
RB_235	Tif2	B10	10058646
RB_251	Tif2	B10	24693664
RB_252	Tif2	B10	25420022
RB_254	Tif2	B10	45553282
RB_238	Tif2	B10	115870558
RB_239	Tif2	B10	117714534
RB_240	Tif2	B10	124859948
RB_243	Tif2	B10	132000051
RB_244	Tif2	B10	135363457
RB_245	Tif2	B10	135366235
RB_246	Tif2	B10	135563720
RB_247	Tif2	B10	138532042
RB_248	Tif2	B10	139336191
RB_249	Tif2	B10	141591909
RB_250	Tif2	B10	142624568
